phil_id,name,era,summary
194,Bernard Bolzano,Modern,"""Bernard Bolzano (; German: [bɔlˈtsaːno]; born Bernardus Placidus Johann Gonzal Nepomuk Bolzano; 5 October 1781 – 18 December 1848) was a Bohemian mathematician, logician, philosopher, theologian and Catholic priest of Italian extraction, also known for his antimilitarist views.
Bolzano wrote in German, his mother tongue. For the most part, his work came to prominence posthumously."""
195,Richard Whately,Modern,"""Richard Whately (1 February 1787 – 8 October 1863) was an English rhetorician, logician, economist, academic and theologian who also served as a reforming Church of Ireland Archbishop of Dublin. He was a leading Broad Churchman, a prolific and combative author over a wide range of topics, a flamboyant character, and one of the first reviewers to recognise the talents of Jane Austen."""
196,Arthur Schopenhauer,Modern,"""Arthur Schopenhauer (; German: [ˈaɐ̯tʊɐ̯ ˈʃoːpm̩ˌhaʊ̯ɐ]; 22 February 1788 – 21 September 1860) was a German philosopher. He is best known for his 1818 work The World as Will and Representation (expanded in 1844), wherein he characterizes the phenomenal world as the product of a blind and insatiable metaphysical will. Proceeding from the transcendental idealism of Immanuel Kant, Schopenhauer developed an atheistic metaphysical and ethical system that has been described as an exemplary manifestation of philosophical pessimism, rejecting the contemporaneous post-Kantian philosophies of German idealism. Schopenhauer was among the first thinkers in Western philosophy to share and affirm significant tenets of Eastern philosophy (e.g., asceticism, the world-as-appearance), having initially arrived at similar conclusions as the result of his own philosophical work.
Though his work failed to garner substantial attention during his life, Schopenhauer has had a posthumous impact across various disciplines, including philosophy, literature, and science. His writing on aesthetics, morality, and psychology would exert important influence on thinkers and artists throughout the 19th and 20th centuries. Those who have cited his influence include Friedrich Nietzsche, Richard Wagner, Leo Tolstoy, Ludwig Wittgenstein, Erwin Schrödinger, Otto Rank, Gustav Mahler, Joseph Campbell, Albert Einstein, Carl Jung, Thomas Mann, Emile Zola, George Bernard Shaw, Guy de Maupassant, Jorge Luis Borges and Samuel Beckett."""
197,John Austin (legal philosopher),Modern,"""John Austin (3 March 1790, Creeting St Mary, Suffolk – 1 December 1859, Weybridge, Surrey) was a noted English legal theorist who strongly influenced British and American law with his analytical approach to jurisprudence and his theory of legal positivism. In opposing traditional 'natural-law' approaches, Austin argued against any necessary connections between law and morality. Human legal systems, he claimed, can and should be studied in an empirical, value-free way."""
198,William Whewell,Modern,"""William Whewell  ( HEW-əl; 24 May 1794 – 6 March 1866) was an English polymath, scientist, Anglican priest, philosopher, theologian, and historian of science. He was Master of Trinity College, Cambridge. In his time as a student there, he achieved distinction in both poetry and mathematics.
What is most often remarked about Whewell is the breadth of his endeavours. In a time of increasing specialisation, Whewell appears as a vestige of an earlier era when natural philosophers dabbled in a bit of everything. He researched ocean tides (for which he won the Royal Medal), published work in the disciplines of mechanics, physics, geology, astronomy, and economics, while also finding the time to compose poetry, author a Bridgewater Treatise, translate the works of Goethe, and write sermons and theological tracts. In mathematics, Whewell introduced what is now called the Whewell equation, an equation defining the shape of a curve without reference to an arbitrarily chosen coordinate system.
One of Whewell's greatest gifts to science was his wordsmithing. He often corresponded with many in his field and helped them come up with new terms for their discoveries. Whewell contributed the terms scientist, physicist, linguistics, consilience, catastrophism, and uniformitarianism, amongst others; Whewell suggested the terms ion, dielectric, anode, and cathode to Michael Faraday.
Whewell died in Cambridge in 1866 as a result of a fall from his horse."""
199,Auguste Comte,Modern,"""Isidore Marie Auguste François Xavier Comte (French pronunciation: ​[oɡyst kɔ̃t]; 19 January 1798 – 5 September 1857) was a French philosopher who founded the discipline of praxeology and the doctrine of positivism. He is sometimes regarded as the first philosopher of science in the modern sense of the term.
Influenced by the utopian socialist Henri Saint-Simon, Comte developed the positive philosophy in an attempt to remedy the social malaise of the French Revolution, calling for a new social doctrine based on the sciences. Comte was a major influence on 19th-century thought, influencing the work of social thinkers such as Karl Marx, John Stuart Mill, and George Eliot. His concept of sociologie and social evolutionism set the tone for early social theorists and anthropologists such as Harriet Martineau and Herbert Spencer, evolving into modern academic sociology presented by Émile Durkheim as practical and objective social research.
Comte's social theories culminated in his 'Religion of Humanity', which presaged the development of non-theistic religious humanist and secular humanist organizations in the 19th century. Comte may have coined the word altruisme (altruism)."""
200,Ralph Waldo Emerson,Modern,"""Ralph Waldo Emerson (May 25, 1803 – April 27, 1882) was an American essayist, lecturer, and poet who led the transcendentalist movement of the mid-19th century. He was seen as a champion of individualism and a prescient critic of the countervailing pressures of society, and he disseminated his thoughts through dozens of published essays and more than 1,500 public lectures across the United States.
Emerson gradually moved away from the religious and social beliefs of his contemporaries, formulating and expressing the philosophy of transcendentalism in his 1836 essay 'Nature'. Following this work, he gave a speech entitled 'The American Scholar' in 1837, which Oliver Wendell Holmes Sr. considered to be America's 'intellectual Declaration of Independence'.
Emerson wrote most of his important essays as lectures first and then revised them for print. His first two collections of essays, Essays: First Series (1841) and Essays: Second Series (1844), represent the core of his thinking. They include the well-known essays 'Self-Reliance', 'The Over-Soul', 'Circles', 'The Poet' and 'Experience'. Together with 'Nature', these essays made the decade from the mid-1830s to the mid-1840s Emerson's most fertile period.
Emerson wrote on a number of subjects, never espousing fixed philosophical tenets, but developing certain ideas such as individuality, freedom, the ability for mankind to realize almost anything, and the relationship between the soul and the surrounding world. Emerson's 'nature' was more philosophical than naturalistic: 'Philosophically considered, the universe is composed of Nature and the Soul'. Emerson is one of several figures who 'took a more pantheist or pandeist approach by rejecting views of God as separate from the world.'
He remains among the linchpins of the American romantic movement, and his work has greatly influenced the thinkers, writers and poets that followed him. When asked to sum up his work, he said his central doctrine was 'the infinitude of the private man.' Emerson is also well known as a mentor and friend of Henry David Thoreau, a fellow transcendentalist."""
201,Ludwig Feuerbach,Modern,"""Ludwig Andreas von Feuerbach (28 July 1804 – 13 September 1872) was a German philosopher and anthropologist best known for his book The Essence of Christianity, which provided a critique of Christianity which strongly influenced generations of later thinkers, including Karl Marx and Friedrich Engels.
An associate of Left Hegelian circles, Feuerbach advocated liberalism, atheism, and materialism. Many of his philosophical writings offered a critical analysis of religion. His thought was influential in the development of historical materialism, where he is often recognized as a bridge between Hegel and Marx."""
202,Alexis de Tocqueville,Modern,"""Alexis Charles Henri Clérel, Viscount de Tocqueville (; French: [alɛgzi ʃaʁl ɑ̃ʁi kleʁɛl də tɔkvil]; 29 July 1805 – 16 April 1859) was a French diplomat, political scientist, and historian. He was best known for his works Democracy in America (appearing in two volumes: 1835 and 1840) and The Old Regime and the Revolution (1856). In both he analyzed the improved living standards and social conditions of individuals, as well as their relationship to the market and state in Western societies. Democracy in America was published after Tocqueville's travels in the United States and is today considered an early work of sociology and political science.
Tocqueville was active in French politics, first under the July Monarchy (1830–48) and then during the Second Republic (1849–51) which succeeded the February 1848 Revolution. He retired from political life after Louis Napoléon Bonaparte's 2 December 1851 coup, and thereafter began work on The Old Regime and the Revolution.
He argued the importance of the French Revolution was to continue the process of modernizing and centralizing the French state which had begun under King Louis XIV. The failure of the Revolution came from the inexperience of the deputies who were too wedded to abstract Enlightenment ideals. Tocqueville was a classical liberal who advocated parliamentary government, but he was skeptical of the extremes of democracy."""
203,Max Stirner,Modern,"""Johann Kaspar Schmidt (October 25, 1806 – June 26, 1856), better known as Max Stirner, was a German philosopher. He is often seen as one of the forerunners of nihilism, existentialism, psychoanalytic theory, postmodernism, and individualist anarchism. Stirner's main work is The Ego and Its Own, also known as The Ego and His Own (Der Einzige und sein Eigentum in German, which translates literally as The Individual and His Property). This work was first published in 1845 in Leipzig, and has since appeared in numerous editions and translations."""
204,Augustus De Morgan,Modern,"""Augustus De Morgan (; 27 June 1806 – 18 March 1871) was a British mathematician and logician. He formulated De Morgan's laws and introduced the term mathematical induction, making its idea rigorous."""
205,John Stuart Mill,Modern,"""John Stuart Mill (20 May 1806 – 8 May 1873) was an English philosopher, political economist and civil servant. One of the most influential thinkers in the history of liberalism, he contributed widely to social theory, political theory and political economy. Dubbed 'the most influential English-speaking philosopher of the nineteenth century', Mill's conception of liberty justified the freedom of the individual in opposition to unlimited state and social control.
Mill was a proponent of utilitarianism, an ethical theory developed by his predecessor Jeremy Bentham, and contributed significantly to the theory of the scientific method.
A member of the Liberal Party, he was also the first Member of Parliament to call for women's suffrage."""
206,Pierre-Joseph Proudhon,Modern,"""Pierre-Joseph Proudhon (French: [pjɛʁ ʒɔzɛf pʁudɔ̃]; 15 January 1809 – 19 January 1865) was a French politician and the founder of mutualist philosophy. He was the first person to declare himself an anarchist and is widely regarded as one of the ideology's most influential theorists. Proudhon is even considered by many to be the 'father of anarchism'. He became a member of the French Parliament after the revolution of 1848, whereafter he referred to himself as a federalist.
Proudhon, who was born in Besançon, was a printer who taught himself Latin in order to better print books in the language. His best-known assertion is that Property is Theft!, contained in his first major work, What is Property? Or, an Inquiry into the Principle of Right and Government (Qu'est-ce que la propriété? Recherche sur le principe du droit et du gouvernement), published in 1840. The book's publication attracted the attention of the French authorities. It also attracted the scrutiny of Karl Marx, who started a correspondence with its author. The two influenced each other: they met in Paris while Marx was exiled there. Their friendship finally ended when Marx responded to Proudhon's The System of Economic Contradictions, or The Philosophy of Poverty with the provocatively titled The Poverty of Philosophy. The dispute became one of the sources of the split between the anarchist and Marxist wings of the International Working Men's Association. Some, such as Edmund Wilson, have contended that Marx's attack on Proudhon had its origin in the latter's defense of Karl Grün, whom Marx bitterly disliked, but who had been preparing translations of Proudhon's work.
Proudhon favored workers' associations or co-operatives, as well as individual worker/peasant possession, over private ownership or the nationalization of land and workplaces. He considered social revolution to be achievable in a peaceful manner. In The Confessions of a Revolutionary Proudhon asserted that, Anarchy is Order Without Power, the phrase which much later inspired, in the view of some, the anarchist circled-A symbol, today 'one of the most common graffiti on the urban landscape.' He unsuccessfully tried to create a national bank, to be funded by what became an abortive attempt at an income tax on capitalists and shareholders. Similar in some respects to a credit union, it would have given interest-free loans."""
207,Charles Darwin,Modern,"""Charles Robert Darwin,  (; 12 February 1809 – 19 April 1882) was an English naturalist, geologist and biologist, best known for his contributions to the science of evolution. He established that all species of life have descended over time from common ancestors and, in a joint publication with Alfred Russel Wallace, introduced his scientific theory that this branching pattern of evolution resulted from a process that he called natural selection, in which the struggle for existence has a similar effect to the artificial selection involved in selective breeding.
Darwin published his theory of evolution with compelling evidence in his 1859 book On the Origin of Species, overcoming scientific rejection of earlier concepts of transmutation of species. By the 1870s, the scientific community and much of the general public had accepted evolution as a fact. However, many favoured competing explanations and it was not until the emergence of the modern evolutionary synthesis from the 1930s to the 1950s that a broad consensus developed in which natural selection was the basic mechanism of evolution. In modified form, Darwin's scientific discovery is the unifying theory of the life sciences, explaining the diversity of life.
Darwin's early interest in nature led him to neglect his medical education at the University of Edinburgh; instead, he helped to investigate marine invertebrates. Studies at the University of Cambridge (Christ's College) encouraged his passion for natural science. His five-year voyage on HMS Beagle established him as an eminent geologist whose observations and theories supported Charles Lyell's uniformitarian ideas, and publication of his journal of the voyage made him famous as a popular author.
Puzzled by the geographical distribution of wildlife and fossils he collected on the voyage, Darwin began detailed investigations and in 1838 conceived his theory of natural selection. Although he discussed his ideas with several naturalists, he needed time for extensive research and his geological work had priority. He was writing up his theory in 1858 when Alfred Russel Wallace sent him an essay that described the same idea, prompting immediate joint publication of both of their theories. Darwin's work established evolutionary descent with modification as the dominant scientific explanation of diversification in nature. In 1871 he examined human evolution and sexual selection in The Descent of Man, and Selection in Relation to Sex, followed by The Expression of the Emotions in Man and Animals (1872). His research on plants was published in a series of books, and in his final book, The Formation of Vegetable Mould, through the Actions of Worms (1881), he examined earthworms and their effect on soil.
Darwin has been described as one of the most influential figures in human history, and he was honoured by burial in Westminster Abbey."""
208,Margaret Fuller,Modern,"""Sarah Margaret Fuller Ossoli (May 23, 1810 – July 19, 1850), commonly known as Margaret Fuller, was an American journalist, critic, and women's rights advocate associated with the American transcendentalism movement. She was the first full-time American female book reviewer in journalism. Her book Woman in the Nineteenth Century is considered the first major feminist work in the United States.
Born Sarah Margaret Fuller in Cambridge, Massachusetts, she was given a substantial early education by her father, Timothy Fuller. She later had more formal schooling and became a teacher before, in 1839, she began overseeing what she called 'conversations': discussions among women meant to compensate for their lack of access to higher education. She became the first editor of the transcendentalist journal The Dial in 1840, before joining the staff of the New York Tribune under Horace Greeley in 1844. By the time she was in her 30s, Fuller had earned a reputation as the best-read person in New England, male or female, and became the first woman allowed to use the library at Harvard College. Her seminal work, Woman in the Nineteenth Century, was published in 1845. A year later, she was sent to Europe for the Tribune as its first female correspondent. She soon became involved with the revolutions in Italy and allied herself with Giuseppe Mazzini. She had a relationship with Giovanni Ossoli, with whom she had a child. All three members of the family died in a shipwreck off Fire Island, New York, as they were traveling to the United States in 1850. Fuller's body was never recovered.
Fuller was an advocate of women's rights and, in particular, women's education and the right to employment. She also encouraged many other reforms in society, including prison reform and the emancipation of slaves in the United States. Many other advocates for women's rights and feminism, including Susan B. Anthony, cite Fuller as a source of inspiration. Many of her contemporaries, however, were not supportive, including her former friend Harriet Martineau. She said that Fuller was a talker rather than an activist. Shortly after Fuller's death, her importance faded; the editors who prepared her letters to be published, believing her fame would be short-lived, censored or altered much of her work before publication."""
209,Søren Kierkegaard,Modern,"""Søren Aabye Kierkegaard ( or ; Danish: [sɶːɐn ˈkiɐ̯ɡəɡɒːˀ]; 5 May 1813 – 11 November 1855) was a Danish philosopher, theologian, poet, social critic and religious author who is widely considered to be the first existentialist philosopher. He wrote critical texts on organized religion, Christendom, morality, ethics, psychology, and the philosophy of religion, displaying a fondness for metaphor, irony and parables. Much of his philosophical work deals with the issues of how one lives as a 'single individual', giving priority to concrete human reality over abstract thinking and highlighting the importance of personal choice and commitment. He was against literary critics who defined idealist intellectuals and philosophers of his time, and thought that Swedenborg, Hegel, Goethe, Fichte, Schelling, Schlegel and Hans Christian Andersen were all 'understood' far too quickly by 'scholars'.
Kierkegaard's theological work focuses on Christian ethics, the institution of the Church, the differences between purely objective proofs of Christianity, the infinite qualitative distinction between man and God, and the individual's subjective relationship to the God-Man Jesus the Christ, which came through faith. Much of his work deals with Christian love. He was extremely critical of the practice of Christianity as a state religion, primarily that of the Church of Denmark. His psychological work explored the emotions and feelings of individuals when faced with life choices.
Kierkegaard's early work was written under various pseudonyms that he used to present distinctive viewpoints and to interact with each other in complex dialogue. He explored particularly complex problems from different viewpoints, each under a different pseudonym. He wrote many Upbuilding Discourses under his own name and dedicated them to the 'single individual' who might want to discover the meaning of his works. Notably, he wrote: 'Science and scholarship want to teach that becoming objective is the way. Christianity teaches that the way is to become subjective, to become a subject.' While scientists can learn about the world by observation, Kierkegaard emphatically denied that observation could reveal the inner workings of the world of the spirit.
Some of Kierkegaard's key ideas include the concept of 'subjective and objective truths', the knight of faith, the recollection and repetition dichotomy, angst, the infinite qualitative distinction, faith as a passion, and the three stages on life's way. Kierkegaard wrote in Danish and the reception of his work was initially limited to Scandinavia, but by the turn of the 20th century his writings were translated into French, German, and other major European languages. By the mid-20th century, his thought exerted a substantial influence on philosophy, theology, and Western culture.

"""
210,Henry David Thoreau,Modern,"""Henry David Thoreau (see name pronunciation; July 12, 1817 – May 6, 1862) was an American essayist, poet, philosopher, abolitionist, naturalist, tax resister, development critic, surveyor, and historian. A leading transcendentalist, Thoreau is best known for his book Walden, a reflection upon simple living in natural surroundings, and his essay 'Civil Disobedience' (originally published as 'Resistance to Civil Government'), an argument for disobedience to an unjust state.
Thoreau's books, articles, essays, journals, and poetry amount to more than 20 volumes. Among his lasting contributions are his writings on natural history and philosophy, in which he anticipated the methods and findings of ecology and environmental history, two sources of modern-day environmentalism. His literary style interweaves close observation of nature, personal experience, pointed rhetoric, symbolic meanings, and historical lore, while displaying a poetic sensibility, philosophical austerity, and Yankee attention to practical detail. He was also deeply interested in the idea of survival in the face of hostile elements, historical change, and natural decay; at the same time he advocated abandoning waste and illusion in order to discover life's true essential needs.
He was a lifelong abolitionist, delivering lectures that attacked the Fugitive Slave Law while praising the writings of Wendell Phillips and defending the abolitionist John Brown. Thoreau's philosophy of civil disobedience later influenced the political thoughts and actions of such notable figures as Leo Tolstoy, Mahatma Gandhi, and Martin Luther King Jr.
Thoreau is sometimes referred to as an anarchist. Though 'Civil Disobedience' seems to call for improving rather than abolishing government—'I ask for, not at once no government, but at once a better government'—the direction of this improvement points toward anarchism: ''That government is best which governs not at all;' and when men are prepared for it, that will be the kind of government which they will have.'"""
211,"Sir William Hamilton, 9th Baronet",Modern,"""Sir William Hamilton, 9th Baronet FRSE DD FSAS (8 March 1788 – 6 May 1856) was a Scottish metaphysician. He is often referred to as William Stirling Hamilton of Preston, in reference to his mother, Elizabeth Stirling."""
212,Sojourner Truth,Modern,"""Sojourner Truth (; born Isabella (Belle) Baumfree; c. 1797 – November 26, 1883) was an African-American abolitionist and women's rights activist. Truth was born into slavery in Swartekill, Ulster County, New York, but escaped with her infant daughter to freedom in 1826. After going to court to recover her son, in 1828 she became the first black woman to win such a case against a white man.
She gave herself the name Sojourner Truth in 1843 after she became convinced that God had called her to leave the city and go into the countryside 'testifying the hope that was in her.' Her best-known speech was delivered extemporaneously, in 1851, at the Ohio Women's Rights Convention in Akron, Ohio. The speech became widely known during the Civil War by the title 'Ain't I a Woman?,' a variation of the original speech re-written by someone else using a stereotypical Southern dialect; whereas Sojourner Truth was from New York and grew up speaking Dutch as her first language. During the Civil War, Truth helped recruit black troops for the Union Army; after the war, she tried unsuccessfully to secure land grants from the federal government for former slaves.
In 2014, Truth was included in Smithsonian magazine's list of the '100 Most Significant Americans of All Time'."""
213,Harriet Taylor Mill,Modern,"""Harriet Taylor Mill (née Hardy; London, 8 October 1807 – Avignon, 3 November 1858) was a British philosopher and women's rights advocate. Her extant corpus of writing can be found in The Complete Works of Harriet Taylor Mill. She is largely remembered for her influence upon her second husband, John Stuart Mill, one of the pre-eminent thinkers of the 19th century."""
214,Mikhail Bakunin,Modern,"""Mikhail Alexandrovich Bakunin (; Russian: Михаил Александрович Бакунин; IPA: [mʲɪxɐˈil ɐlʲɪkʲsɐnʲtrəˈfit͡ɕ bɐˈkunʲɪn]; 30 May [O.S. 18 May] 1814 – 1 July 1876) was a Russian revolutionary anarchist, and founder of collectivist anarchism. He is considered among the most influential figures of anarchism, and one of the principal founders of the social anarchist tradition. Bakunin's enormous prestige as an activist made him one of the most famous ideologues in Europe, and he gained substantial influence among radicals throughout Russia and Europe.
Bakunin grew up in Pryamukhino, a family estate in Tver Governorate, where he moved to study philosophy and began to read the French encyclopédistes, leading to enthusiasm for the philosophy of Fichte. From Fichte, Bakunin went on to immerse himself in the works of Hegel, the most influential thinker among German intellectuals at the time. That led to his embrace of Hegelianism, bedazzled by Hegel's famous maxim, 'Everything that exists is rational.' In 1840, Bakunin traveled to St. Petersburg and Berlin with the intention of preparing himself for a professorship in philosophy or history at the University of Moscow. In 1842, Bakunin moved from Berlin to Dresden. Eventually he arrived in Paris, where he met Pierre-Joseph Proudhon and Karl Marx.
Bakunin's increasing radicalism – including staunch opposition to imperialism in east and central Europe by Russia and other powers – changed his life, putting an end to hopes of a professorial career. He was eventually deported from France for speaking against Russia's oppression of Poland. In 1849, Bakunin was apprehended in Dresden for his participation in the Czech rebellion of 1848, and turned over to Russia where he was imprisoned in the Peter-Paul Fortress in Saint Petersburg. He remained there until 1857, when he was exiled to a work camp in Siberia. Escaping to Japan, the US and finally ending up in London for a short time, he worked with Alexander Herzen on the journal Kolokol (The Bell). In 1863, he left to join the insurrection in Poland, but he failed to reach his destination and instead spent some time in Switzerland and Italy.
In 1868, Bakunin joined the socialist International Working Men's Association, a federation of trade unions and workers' organizations, which had sections in many European countries, as well as in Latin America and (after 1872) in North Africa and the Middle East. The 'Bakuninist' or anarchist trend rapidly expanded in influence, especially in Spain, which constituted the largest section of the International at the time. A showdown loomed with Marx, who was a key figure in the General Council of the International. The 1872 Hague Congress was dominated by a struggle between Marx and his followers, who argued for the use of the state to bring about socialism, and the Bakunin/anarchist faction, which argued instead for the replacement of the state by federations of self-governing workplaces and communes. Bakunin could not attend the congress, as he could not reach the Netherlands. Bakunin's faction present at the conference lost, and Bakunin was (in Marx's view) expelled for supposedly maintaining a secret organisation within the international.
However, the anarchists insisted the congress was unrepresentative and exceeded its powers, and held a rival conference of the International at Saint-Imier in Switzerland in 1872. This repudiated the Hague meeting, including Bakunin's supposed expulsion. The great majority of sections of the International affiliated to the St. Imier body, making Marx's victory rather more illusory than pro-Marxist accounts suggest. The far larger Bakuninist international outlasted its small Marxist rival, which was isolated in New York; it also greatly facilitated the global spread of anarcho-socialism. In the International, as well as in his writings, Bakunin articulated the basic ideas of syndicalism and of anarchism, and developed the basic anarchist analysis and strategy. He had by this stage abandoned the anti-imperialist nationalism of his youth.
From 1870 to 1876, Bakunin wrote some of his longer works, such as Statism and Anarchy and God and the State. Bakunin remained, however, a direct participant in struggles. In 1870, he was involved in an insurrection in Lyon, France, which foreshadowed the Paris Commune. The Paris Commune closely corresponded to many elements of Bakunin's anarchist programme – self-management, mandates delegates, a militia system with elected officers, and decentralisation. Anarchists like Élisée Reclus, and those in the tradition of Pierre-Joseph Proudhon – who had greatly influenced Bakunin – were key figures in the Commune. Despite declining health, much a result of his years of imprisonment, Bakunin also sought to take part in a communal insurrection involving anarchists in Bologna, Italy, but was forced to return to Switzerland in disguise, where he settled in Lugano. He remained active in the worker's and peasant's movements of Europe and was also a major influence on movements in Egypt and Latin America."""
215,Elizabeth Cady Stanton,Modern,"""Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American suffragist, social activist, abolitionist, and leading figure of the early women's rights movement. Her Declaration of Sentiments, presented at the Seneca Falls Convention held in 1848 in Seneca Falls, New York, is often credited with initiating the first organized women's rights and women's suffrage movements in the United States. Stanton was president of the National Woman Suffrage Association from 1892 until 1900.
Before Stanton narrowed her political focus almost exclusively to women's rights, she was an active abolitionist with her husband Henry Brewster Stanton (co-founder of the Republican Party) and cousin Gerrit Smith. Unlike many of those involved in the women's rights movement, Stanton addressed various issues pertaining to women beyond voting rights. Her concerns included women's parental and custody rights, property rights, employment and income rights, divorce, the economic health of the family, and birth control. She was also an outspoken supporter of the 19th-century temperance movement.
After the American Civil War, Stanton's commitment to female suffrage caused a schism in the women's rights movement when she, together with Susan B. Anthony, declined to support passage of the Fourteenth and Fifteenth Amendments to the United States Constitution. She opposed giving added legal protection and voting rights to African American men while women, black and white, were denied those same rights. Her position on this issue, together with her thoughts on organized Christianity and women's issues beyond voting rights, led to the formation of two separate women's rights organizations that were finally rejoined, with Stanton as president of the joint organization, about twenty years after her break from the original women's suffrage movement.
Stanton died in 1902, having written both The Woman's Bible and her autobiography Eighty Years and More, and many other articles and pamphlets about female suffrage and women's rights."""
216,Hermann Lotze,Modern,"""Rudolf Hermann Lotze (German: [ˈlɔtsə]; 21 May 1817 – 1 July 1881) was a German philosopher and logician. He also had a medical degree and was unusually well versed in biology. He argued that if the physical world is governed by mechanical laws, relations and developments in the universe could be explained as the functioning of a world mind. His medical studies were pioneering works in scientific psychology."""
217,Karl Marx,Modern,"""Karl Marx (; German: [ˈkaɐ̯l ˈmaɐ̯ks]; 5 May 1818 – 14 March 1883) was a German philosopher, economist, political theorist, sociologist, journalist and revolutionary socialist.
Born in Trier to a middle-class family, Marx later studied political economy and Hegelian philosophy. As an adult, Marx became stateless and spent much of his life in London, England, where he continued to develop his thought in collaboration with German thinker Friedrich Engels and published various works, of which the two most well-known are the 1848 pamphlet The Communist Manifesto and the three-volume Das Kapital. His work has since influenced subsequent intellectual, economic and political history.
Marx's theories about society, economics and politics—collectively understood as Marxism—hold that human societies develop through class struggle. In capitalism, this manifests itself in the conflict between the ruling classes (known as the bourgeoisie) that control the means of production and working classes (known as the proletariat) that enable these means by selling their labour power in return for wages. Employing a critical approach known as historical materialism, Marx predicted that, like previous socioeconomic systems, capitalism produced internal tensions which would lead to its self-destruction and replacement by a new system: socialism. For Marx, class antagonisms under capitalism, owing in part to its instability and crisis-prone nature, would eventuate the working class' development of class consciousness, leading to their conquest of political power and eventually the establishment of a classless, communist society constituted by a free association of producers. Marx actively fought for its implementation, arguing that the working class should carry out organised revolutionary action to topple capitalism and bring about socio-economic emancipation.
Marx has been described as one of the most influential figures in human history and his work has been both lauded and criticised. His work in economics laid the basis for much of the current understanding of labour and its relation to capital, and subsequent economic thought. Many intellectuals, labour unions, artists and political parties worldwide have been influenced by Marx's work, with many modifying or adapting his ideas. Marx is typically cited as one of the principal architects of modern social science."""
218,Friedrich Engels,Modern,"""Friedrich Engels (English:  or ; German: [ˈfʁiːdʁɪç ˈɛŋəls]; 28 November 1820 – 5 August 1895) was a German philosopher, social scientist, journalist and businessman.
Engels founded Marxist theory together with Karl Marx and in 1845 published The Condition of the Working Class in England, based on personal observations and research in Manchester. In 1848, Engels co-authored The Communist Manifesto with Marx and also authored and co-authored (primarily with Marx) many other works. Later, Engels supported Marx financially to do research and write Das Kapital. After Marx's death, Engels edited the second and third volumes. Additionally, Engels organised Marx's notes on the Theories of Surplus Value, which he later published as the 'fourth volume' of Capital."""
219,Herbert Spencer,Modern,"""Herbert Spencer (27 April 1820 – 8 December 1903) was an English philosopher, biologist, anthropologist, sociologist, and prominent classical liberal political theorist of the Victorian era.
Spencer developed an all-embracing conception of evolution as the progressive development of the physical world, biological organisms, the human mind, and human culture and societies. As a polymath, he contributed to a wide range of subjects, including ethics, religion, anthropology, economics, political theory, philosophy, literature, astronomy, biology, sociology, and psychology. During his lifetime he achieved tremendous authority, mainly in English-speaking academia. 'The only other English philosopher to have achieved anything like such widespread popularity was Bertrand Russell, and that was in the 20th century.' Spencer was 'the single most famous European intellectual in the closing decades of the nineteenth century' but his influence declined sharply after 1900: 'Who now reads Spencer?' asked Talcott Parsons in 1937.
Spencer is best known for the expression 'survival of the fittest', which he coined in Principles of Biology (1864), after reading Charles Darwin's On the Origin of Species. This term strongly suggests natural selection, yet as Spencer extended evolution into realms of sociology and ethics, he also made use of Lamarckism."""
220,Susan B. Anthony,Modern,"""Susan Brownell Anthony (February 15, 1820 – March 13, 1906) was an American social reformer and women's rights activist who played a pivotal role in the women's suffrage movement. Born into a Quaker family committed to social equality, she collected anti-slavery petitions at the age of 17. In 1856, she became the New York state agent for the American Anti-Slavery Society.
In 1851, she met Elizabeth Cady Stanton, who became her lifelong friend and co-worker in social reform activities, primarily in the field of women's rights. In 1852, they founded the New York Women's State Temperance Society after Anthony was prevented from speaking at a temperance conference because she was female. In 1863, they founded the Women's Loyal National League, which conducted the largest petition drive in United States history up to that time, collecting nearly 400,000 signatures in support of the abolition of slavery. In 1866, they initiated the American Equal Rights Association, which campaigned for equal rights for both women and African Americans. In 1868, they began publishing a women's rights newspaper called The Revolution. In 1869, they founded the National Woman Suffrage Association as part of a split in the women's movement. In 1890, the split was formally healed when their organization merged with the rival American Woman Suffrage Association to form the National American Woman Suffrage Association, with Anthony as its key force. In 1876, Anthony and Stanton began working with Matilda Joslyn Gage on what eventually grew into the six-volume History of Woman Suffrage. The interests of Anthony and Stanton diverged somewhat in later years, but the two remained close friends.
In 1872, Anthony was arrested for voting in her hometown of Rochester, New York, and convicted in a widely publicized trial. Although she refused to pay the fine, the authorities declined to take further action. In 1878, Anthony and Stanton arranged for Congress to be presented with an amendment giving women the right to vote. Popularly known as the Anthony Amendment and introduced by Sen. Aaron A. Sargent (R-CA), it became the Nineteenth Amendment to the U.S. Constitution in 1920.
Anthony traveled extensively in support of women's suffrage, giving as many as 75 to 100 speeches per year and working on many state campaigns. She worked internationally for women's rights, playing a key role in creating the International Council of Women, which is still active. She also helped to bring about the World's Congress of Representative Women at the World's Columbian Exposition in Chicago in 1893.
When she first began campaigning for women's rights, Anthony was harshly ridiculed and accused of trying to destroy the institution of marriage. Public perception of her changed radically during her lifetime, however. Her 80th birthday was celebrated in the White House at the invitation of President William McKinley. She became the first actual woman to be depicted on U.S. coinage when her portrait appeared on the 1979 dollar coin."""
