phil1id,source,phil2id,target
201,Ludwig Feuerbach,1152,Karl Daub,
201,Ludwig Feuerbach,190,Friedrich Schleiermacher,
201,Ludwig Feuerbach,1153,Friedrich Heinrich Jacobi,
153,Montesquieu,202,Alexis de Tocqueville,
159,Voltaire,202,Alexis de Tocqueville,
693,Rousseau,202,Alexis de Tocqueville,
1156,Malesherbes,202,Alexis de Tocqueville,
814,Pascal,202,Alexis de Tocqueville,
202,Alexis de Tocqueville,153,Montesquieu,
202,Alexis de Tocqueville,159,Voltaire,
202,Alexis de Tocqueville,693,Rousseau,
202,Alexis de Tocqueville,1156,Malesherbes,
202,Alexis de Tocqueville,814,Pascal,
1080,Bauer,203,Max Stirner,
1062,Feuerbach,203,Max Stirner,
398,Hegel,203,Max Stirner,
1162,Marquis de Sade,203,Max Stirner,
203,Max Stirner,1080,Bauer,
203,Max Stirner,1062,Feuerbach,
203,Max Stirner,398,Hegel,
203,Max Stirner,1162,Marquis de Sade,
1180,George Boole,204,Augustus De Morgan,
204,Augustus De Morgan,1180,George Boole,
30,Plato,205,John Stuart Mill,
35,Aristotle,205,John Stuart Mill,
1182,Demosthenes,205,John Stuart Mill,
45,Epicurus,205,John Stuart Mill,
524,Aquinas,205,John Stuart Mill,
447,Hobbes,205,John Stuart Mill,
744,Locke,205,John Stuart Mill,
457,Hume,205,John Stuart Mill,
1183,Babbage,205,John Stuart Mill,
795,Berkeley,205,John Stuart Mill,
449,Bentham,205,John Stuart Mill,
1184,Francis Place,205,John Stuart Mill,
192,James Mill,205,John Stuart Mill,
213,Harriet Taylor Mill,205,John Stuart Mill,
928,Smith,205,John Stuart Mill,
1185,Senior,205,John Stuart Mill,
979,Ricardo,205,John Stuart Mill,
930,Tocqueville,205,John Stuart Mill,
1186,W. von Humboldt,205,John Stuart Mill,
941,Goethe,205,John Stuart Mill,
1187,Bain,205,John Stuart Mill,
199,Auguste Comte,205,John Stuart Mill,
1188,Saint-Simon (Utopian Socialists),205,John Stuart Mill,
1189,Marmontel,205,John Stuart Mill,
1190,Wordsworth,205,John Stuart Mill,
791,Coleridge,205,John Stuart Mill,
1060,Herder,205,John Stuart Mill,
205,John Stuart Mill,30,Plato,
205,John Stuart Mill,35,Aristotle,
205,John Stuart Mill,1182,Demosthenes,
205,John Stuart Mill,45,Epicurus,
205,John Stuart Mill,524,Aquinas,
205,John Stuart Mill,447,Hobbes,
205,John Stuart Mill,744,Locke,
205,John Stuart Mill,457,Hume,
205,John Stuart Mill,1183,Babbage,
205,John Stuart Mill,795,Berkeley,
205,John Stuart Mill,449,Bentham,
205,John Stuart Mill,1184,Francis Place,
113,Hugo Grotius,206,Pierre-Joseph Proudhon,
162,Jean-Jacques Rousseau,206,Pierre-Joseph Proudhon,
1196,G.W.F. Hegel,206,Pierre-Joseph Proudhon,
1197,Charles Fourier,206,Pierre-Joseph Proudhon,
206,Pierre-Joseph Proudhon,113,Hugo Grotius,
206,Pierre-Joseph Proudhon,162,Jean-Jacques Rousseau,
206,Pierre-Joseph Proudhon,1196,G.W.F. Hegel,
206,Pierre-Joseph Proudhon,1197,Charles Fourier,
1203,Charles Lyell,207,Charles Darwin,
1204,Alexander von Humboldt,207,Charles Darwin,
1205,John Herschel,207,Charles Darwin,
1203,Charles Lyell,207,Charles Darwin,
207,Charles Darwin,1203,Charles Lyell,
207,Charles Darwin,1204,Alexander von Humboldt,
207,Charles Darwin,1205,John Herschel,
207,Charles Darwin,1203,Charles Lyell,
495,Descartes,209,Søren Aabye Kierkegaard,
1211,Hamann,209,Søren Aabye Kierkegaard,
398,Hegel,209,Søren Aabye Kierkegaard,
1212,Heiberg,209,Søren Aabye Kierkegaard,
448,Kant,209,Søren Aabye Kierkegaard,
991,Lessing,209,Søren Aabye Kierkegaard,
708,Luther,209,Søren Aabye Kierkegaard,
1213,Møller,209,Søren Aabye Kierkegaard,
1214,Olsen,209,Søren Aabye Kierkegaard,
30,Plato,209,Søren Aabye Kierkegaard,
1058,Schelling,209,Søren Aabye Kierkegaard,
898,Schopenhauer,209,Søren Aabye Kierkegaard,
1215,Shakespeare,209,Søren Aabye Kierkegaard,
16,Socrates,209,Søren Aabye Kierkegaard,
209,Søren Aabye Kierkegaard,495,Descartes,
209,Søren Aabye Kierkegaard,1211,Hamann,
209,Søren Aabye Kierkegaard,398,Hegel,
209,Søren Aabye Kierkegaard,1212,Heiberg,
209,Søren Aabye Kierkegaard,448,Kant,
209,Søren Aabye Kierkegaard,991,Lessing,
209,Søren Aabye Kierkegaard,708,Luther,
209,Søren Aabye Kierkegaard,1213,Møller,
209,Søren Aabye Kierkegaard,1214,Olsen,
209,Søren Aabye Kierkegaard,30,Plato,
209,Søren Aabye Kierkegaard,1058,Schelling,
209,Søren Aabye Kierkegaard,898,Schopenhauer,
209,Søren Aabye Kierkegaard,1215,Shakespeare,
209,Søren Aabye Kierkegaard,16,Socrates,
1228,Indian philosophy,210,Henry David Thoreau,
200,Ralph Waldo Emerson,210,Henry David Thoreau,
1147,Thomas Carlyle,210,Henry David Thoreau,
207,Charles Darwin,210,Henry David Thoreau,
210,Henry David Thoreau,1228,Indian philosophy,
210,Henry David Thoreau,200,Ralph Waldo Emerson,
210,Henry David Thoreau,1147,Thomas Carlyle,
210,Henry David Thoreau,207,Charles Darwin,
160,Thomas Reid,211,Sir William Hamilton Bt,
171,Immanuel Kant,211,Sir William Hamilton Bt,
1098,Victor Cousin,211,Sir William Hamilton Bt,
211,Sir William Hamilton Bt,160,Thomas Reid,
211,Sir William Hamilton Bt,171,Immanuel Kant,
211,Sir William Hamilton Bt,1098,Victor Cousin,
1062,Feuerbach,214,Mikhail Bakunin,
1246,Buonarroti,214,Mikhail Bakunin,
398,Hegel,214,Mikhail Bakunin,
1247,Herzen,214,Mikhail Bakunin,
451,Marx,214,Mikhail Bakunin,
932,Proudhon,214,Mikhail Bakunin,
214,Mikhail Bakunin,1062,Feuerbach,
214,Mikhail Bakunin,1246,Buonarroti,
214,Mikhail Bakunin,398,Hegel,
214,Mikhail Bakunin,1247,Herzen,
214,Mikhail Bakunin,451,Marx,
183,Johann Gottlieb Fichte,216,Hermann Lotze,
1017,F. W. J. Schelling,216,Hermann Lotze,
1013,G. W. F. Hegel,216,Hermann Lotze,
1015,Johann Friedrich Herbart,216,Hermann Lotze,
1252,Jakob Friedrich Fries,216,Hermann Lotze,
1253,Gustav Theodor Fechner,216,Hermann Lotze,
1254,Christian Hermann Weisse,216,Hermann Lotze,
1255,E. H. Weber,216,Hermann Lotze,
1256,Alfred Wilhelm Volkmann,216,Hermann Lotze,
216,Hermann Lotze,183,Johann Gottlieb Fichte,
216,Hermann Lotze,1017,F. W. J. Schelling,
216,Hermann Lotze,1013,G. W. F. Hegel,
216,Hermann Lotze,1015,Johann Friedrich Herbart,
216,Hermann Lotze,1252,Jakob Friedrich Fries,
216,Hermann Lotze,1253,Gustav Theodor Fechner,
216,Hermann Lotze,1254,Christian Hermann Weisse,
216,Hermann Lotze,1255,E. H. Weber,
216,Hermann Lotze,1256,Alfred Wilhelm Volkmann,
1183,Babbage,217,Karl Marx,
398,Hegel,217,Karl Marx,
1062,Feuerbach,217,Karl Marx,
409,Spinoza,217,Karl Marx,
932,Proudhon,217,Karl Marx,
1262,Stirner,217,Karl Marx,
928,Smith,217,Karl Marx,
159,Voltaire,217,Karl Marx,
979,Ricardo,217,Karl Marx,
694,Vico,217,Karl Marx,
922,Robespierre,217,Karl Marx,
693,Rousseau,217,Karl Marx,
1215,Shakespeare,217,Karl Marx,
941,Goethe,217,Karl Marx,
961,Helvétius,217,Karl Marx,
1263,d'Holbach,217,Karl Marx,
1264,Liebig,217,Karl Marx,
452,Darwin,217,Karl Marx,
1265,Fourier,217,Karl Marx,
1004,Robert Owen,217,Karl Marx,
1266,Hess,217,Karl Marx,
399,Engels,217,Karl Marx,
1267,Guizot,217,Karl Marx,
1268,Pecqueur,217,Karl Marx,
35,Aristotle,217,Karl Marx,
45,Epicurus,217,Karl Marx,
217,Karl Marx,1183,Babbage,
398,Hegel,218,Friedrich Engels,
1062,Feuerbach,218,Friedrich Engels,
1262,Stirner,218,Friedrich Engels,
928,Smith,218,Friedrich Engels,
979,Ricardo,218,Friedrich Engels,
451,Marx,218,Friedrich Engels,
693,Rousseau,218,Friedrich Engels,
941,Goethe,218,Friedrich Engels,
1265,Fourier,218,Friedrich Engels,
1266,Hess,218,Friedrich Engels,
1270,Morgan,218,Friedrich Engels,
7,Heraclitus,218,Friedrich Engels,
218,Friedrich Engels,398,Hegel,
21,Democritus,219,Herbert Spencer,
35,Aristotle,219,Herbert Spencer,
207,Charles Darwin,219,Herbert Spencer,
199,Auguste Comte,219,Herbert Spencer,
205,John Stuart Mill,219,Herbert Spencer,
1271,George Henry Lewes,219,Herbert Spencer,
185,Jean-Baptiste Lamarck,219,Herbert Spencer,
1207,Thomas Henry Huxley,219,Herbert Spencer,
219,Herbert Spencer,21,Democritus,
219,Herbert Spencer,35,Aristotle,
219,Herbert Spencer,207,Charles Darwin,
219,Herbert Spencer,199,Auguste Comte,
219,Herbert Spencer,205,John Stuart Mill,
219,Herbert Spencer,1271,George Henry Lewes,
219,Herbert Spencer,185,Jean-Baptiste Lamarck,
219,Herbert Spencer,1207,Thomas Henry Huxley,
171,Immanuel Kant,221,Wilhelm Dilthey,
190,Friedrich Schleiermacher,221,Wilhelm Dilthey,
1277,German Romanticism,221,Wilhelm Dilthey,
1048,August Böckh,221,Wilhelm Dilthey,
1278,Johann Gustav Droysen,221,Wilhelm Dilthey,
191,Georg Wilhelm Friedrich Hegel,221,Wilhelm Dilthey,
1047,Johann Gottfried Herder,221,Wilhelm Dilthey,
1056,Friedrich Adolf Trendelenburg,221,Wilhelm Dilthey,
221,Wilhelm Dilthey,171,Immanuel Kant,
221,Wilhelm Dilthey,190,Friedrich Schleiermacher,
221,Wilhelm Dilthey,1277,German Romanticism,
221,Wilhelm Dilthey,1048,August Böckh,
221,Wilhelm Dilthey,1278,Johann Gustav Droysen,
221,Wilhelm Dilthey,191,Georg Wilhelm Friedrich Hegel,
221,Wilhelm Dilthey,1047,Johann Gottfried Herder,
221,Wilhelm Dilthey,1056,Friedrich Adolf Trendelenburg,
171,Immanuel Kant,223,Thomas Hill Green,
191,Georg Wilhelm Friedrich Hegel,223,Thomas Hill Green,
223,Thomas Hill Green,171,Immanuel Kant,
223,Thomas Hill Green,191,Georg Wilhelm Friedrich Hegel,
177,Jeremy Bentham,224,Henry Sidgwick,
161,David Hume,224,Henry Sidgwick,
205,John Stuart Mill,224,Henry Sidgwick,
224,Henry Sidgwick,177,Jeremy Bentham,
224,Henry Sidgwick,161,David Hume,
224,Henry Sidgwick,205,John Stuart Mill,
1290,Andreas von Ettingshausen,225,Ernst Mach,
1291,Gustav Fechner,225,Ernst Mach,
1292,Carl Ludwig,225,Ernst Mach,
225,Ernst Mach,1290,Andreas von Ettingshausen,
225,Ernst Mach,1291,Gustav Fechner,
225,Ernst Mach,1292,Carl Ludwig,
35,Aristotle,226,Franz Brentano,
1056,Friedrich Adolf Trendelenburg,226,Franz Brentano,
194,Bernard Bolzano,226,Franz Brentano,
226,Franz Brentano,35,Aristotle,
226,Franz Brentano,1056,Friedrich Adolf Trendelenburg,
226,Franz Brentano,194,Bernard Bolzano,
848,Peirce,228,William James,
457,Hume,228,William James,
1301,Lequier,228,William James,
1302,African Spir,228,William James,
990,Swedenborg,228,William James,
1059,Schiller,228,William James,
895,Hartley,228,William James,
1303,Renouvier,228,William James,
1304,Helmholtz,228,William James,
1305,Janet,228,William James,
1306,Mach,228,William James,
1307,Louis Agassiz,228,William James,
1308,Georg Friedrich Bernhard Riemann,228,William James,
1309,William Kingdon Clifford,228,William James,
228,William James,848,Peirce,
228,William James,457,Hume,
228,William James,1301,Lequier,
228,William James,1302,African Spir,
228,William James,990,Swedenborg,
228,William James,1059,Schiller,
228,William James,895,Hartley,
228,William James,1303,Renouvier,
228,William James,1304,Helmholtz,
228,William James,1305,Janet,
228,William James,1306,Mach,
228,William James,1307,Louis Agassiz,
228,William James,1308,Georg Friedrich Bernhard Riemann,
228,William James,1309,William Kingdon Clifford,
1316,Bakunin,229,Peter Kropotkin,
452,Darwin,229,Peter Kropotkin,
453,Freud,229,Peter Kropotkin,
451,Marx,229,Peter Kropotkin,
400,Nietzsche,229,Peter Kropotkin,
1317,Kessler,229,Peter Kropotkin,
932,Proudhon,229,Peter Kropotkin,
1318,Guyau,229,Peter Kropotkin,
1319,Spencer,229,Peter Kropotkin,
1320,Reclus,229,Peter Kropotkin,
229,Peter Kropotkin,1316,Bakunin,
229,Peter Kropotkin,452,Darwin,
229,Peter Kropotkin,453,Freud,
229,Peter Kropotkin,451,Marx,
229,Peter Kropotkin,400,Nietzsche,
229,Peter Kropotkin,1317,Kessler,
229,Peter Kropotkin,932,Proudhon,
229,Peter Kropotkin,1318,Guyau,
229,Peter Kropotkin,1319,Spencer,
229,Peter Kropotkin,1320,Reclus,
1219,Dostoyevsky,230,Friedrich Nietzsche,
941,Goethe,230,Friedrich Nietzsche,
1334,Emerson,230,Friedrich Nietzsche,
7,Heraclitus,230,Friedrich Nietzsche,
8,Parmenides,230,Friedrich Nietzsche,
1060,Herder,230,Friedrich Nietzsche,
1335,the French moralists,230,Friedrich Nietzsche,
1336,Ritschl,230,Friedrich Nietzsche,
898,Schopenhauer,230,Friedrich Nietzsche,
452,Darwin,230,Friedrich Nietzsche,
409,Spinoza,230,Friedrich Nietzsche,
1133,Wagner,230,Friedrich Nietzsche,
959,Winckelmann,230,Friedrich Nietzsche,
230,Friedrich Nietzsche,1219,Dostoyevsky,
230,Friedrich Nietzsche,941,Goethe,
230,Friedrich Nietzsche,1334,Emerson,
230,Friedrich Nietzsche,7,Heraclitus,
230,Friedrich Nietzsche,8,Parmenides,
230,Friedrich Nietzsche,1060,Herder,
230,Friedrich Nietzsche,1335,the French moralists,
230,Friedrich Nietzsche,1336,Ritschl,
230,Friedrich Nietzsche,898,Schopenhauer,
230,Friedrich Nietzsche,452,Darwin,
230,Friedrich Nietzsche,409,Spinoza,
230,Friedrich Nietzsche,1133,Wagner,
230,Friedrich Nietzsche,959,Winckelmann,
1308,Georg Friedrich Bernhard Riemann,231,William Clifford,
1343,Nikolai Ivanovich Lobachevsky,231,William Clifford,
171,Immanuel Kant,232,Francis Herbert Bradley,
183,Johann Gottlieb Fichte,232,Francis Herbert Bradley,
1344,Friedrich Wilhelm Joseph von Schelling,232,Francis Herbert Bradley,
191,Georg Wilhelm Friedrich Hegel,232,Francis Herbert Bradley,
232,Francis Herbert Bradley,171,Immanuel Kant,
232,Francis Herbert Bradley,183,Johann Gottlieb Fichte,
102,Niccolò Machiavelli,233,Vilfredo Pareto,
1347,Maffeo Pantaleoni,233,Vilfredo Pareto,
199,Auguste Comte,233,Vilfredo Pareto,
219,Herbert Spencer,233,Vilfredo Pareto,
1348,Leon Walras,233,Vilfredo Pareto,
233,Vilfredo Pareto,102,Niccolò Machiavelli,
233,Vilfredo Pareto,1347,Maffeo Pantaleoni,
233,Vilfredo Pareto,199,Auguste Comte,
233,Vilfredo Pareto,219,Herbert Spencer,
233,Vilfredo Pareto,1348,Leon Walras,
1357,Christoph von Sigwart,234,Bernard Bosanquet (philosopher),
1358,William Stanley Jevons,234,Bernard Bosanquet (philosopher),
216,Hermann Lotze,234,Bernard Bosanquet (philosopher),
191,Georg Wilhelm Friedrich Hegel,234,Bernard Bosanquet (philosopher),
1282,F. H. Bradley,234,Bernard Bosanquet (philosopher),
219,Herbert Spencer,234,Bernard Bosanquet (philosopher),
205,John Stuart Mill,234,Bernard Bosanquet (philosopher),
1359,Kuno Fischer,235,Gottlob Frege,
1360,Adolf Trendelenburg,235,Gottlob Frege,
216,Hermann Lotze,235,Gottlob Frege,
1361,Otto Liebmann,235,Gottlob Frege,
1108,Benno Kerry,235,Gottlob Frege,
1362,Ernst Abbe,235,Gottlob Frege,
161,David Hume,235,Gottlob Frege,
773,G. W. Leibniz,235,Gottlob Frege,
194,Bernard Bolzano,235,Gottlob Frege,
235,Gottlob Frege,1359,Kuno Fischer,
235,Gottlob Frege,1360,Adolf Trendelenburg,
235,Gottlob Frege,216,Hermann Lotze,
235,Gottlob Frege,1361,Otto Liebmann,
235,Gottlob Frege,1108,Benno Kerry,
235,Gottlob Frege,1362,Ernst Abbe,
235,Gottlob Frege,161,David Hume,
235,Gottlob Frege,773,G. W. Leibniz,
235,Gottlob Frege,194,Bernard Bolzano,
171,Immanuel Kant,237,Hans Vaihinger,
1366,Friedrich Forberg,237,Hans Vaihinger,
196,Arthur Schopenhauer,237,Hans Vaihinger,
177,Jeremy Bentham,237,Hans Vaihinger,
1302,African Spir,237,Hans Vaihinger,
230,Friedrich Nietzsche,237,Hans Vaihinger,
237,Hans Vaihinger,171,Immanuel Kant,
237,Hans Vaihinger,1366,Friedrich Forberg,
237,Hans Vaihinger,196,Arthur Schopenhauer,
237,Hans Vaihinger,177,Jeremy Bentham,
161,David Hume,239,Alexius Meinong,
226,Franz Brentano,239,Alexius Meinong,
239,Alexius Meinong,161,David Hume,
239,Alexius Meinong,226,Franz Brentano,
1378,Lazarus Fuchs,240,Henri Poincaré,
171,Immanuel Kant,240,Henri Poincaré,
240,Henri Poincaré,1378,Lazarus Fuchs,
240,Henri Poincaré,171,Immanuel Kant,
1382,Lotze,241,Josiah Royce,
848,Peirce,241,Josiah Royce,
900,James,241,Josiah Royce,
1383,Kempe,241,Josiah Royce,
241,Josiah Royce,1382,Lotze,
241,Josiah Royce,848,Peirce,
241,Josiah Royce,900,James,
241,Josiah Royce,1383,Kempe,
933,Durkheim,243,Ferdinand de Saussure,
1392,Leskien,243,Ferdinand de Saussure,
1393,Zimmer,243,Ferdinand de Saussure,
1394,Oldenberg,243,Ferdinand de Saussure,
243,Ferdinand de Saussure,933,Durkheim,
243,Ferdinand de Saussure,1392,Leskien,
243,Ferdinand de Saussure,1393,Zimmer,
243,Ferdinand de Saussure,1394,Oldenberg,
171,Immanuel Kant,244,Émile Durkheim,
118,René Descartes,244,Émile Durkheim,
30,Plato,244,Émile Durkheim,
219,Herbert Spencer,244,Émile Durkheim,
35,Aristotle,244,Émile Durkheim,
153,Montesquieu,244,Émile Durkheim,
162,Jean-Jacques Rousseau,244,Émile Durkheim,
199,Auguste Comte,244,Émile Durkheim,
228,William James,244,Émile Durkheim,
249,John Dewey,244,Émile Durkheim,
1412,Fustel de Coulanges,244,Émile Durkheim,
205,John Stuart Mill,244,Émile Durkheim,
244,Émile Durkheim,171,Immanuel Kant,
244,Émile Durkheim,118,René Descartes,
244,Émile Durkheim,30,Plato,
244,Émile Durkheim,219,Herbert Spencer,
244,Émile Durkheim,35,Aristotle,
244,Émile Durkheim,153,Montesquieu,
244,Émile Durkheim,162,Jean-Jacques Rousseau,
244,Émile Durkheim,199,Auguste Comte,
244,Émile Durkheim,228,William James,
244,Émile Durkheim,249,John Dewey,
244,Émile Durkheim,1412,Fustel de Coulanges,
244,Émile Durkheim,205,John Stuart Mill,
390,Euclid,245,Giuseppe Peano,
1430,Angelo Genocchi,245,Giuseppe Peano,
235,Gottlob Frege,245,Giuseppe Peano,
245,Giuseppe Peano,390,Euclid,
245,Giuseppe Peano,1430,Angelo Genocchi,
226,Franz Brentano,246,Edmund Husserl,
1104,Carl Stumpf,246,Edmund Husserl,
1432,Karl Weierstrass,246,Edmund Husserl,
194,Bernard Bolzano,246,Edmund Husserl,
1108,Benno Kerry,246,Edmund Husserl,
118,René Descartes,246,Edmund Husserl,
171,Immanuel Kant,246,Edmund Husserl,
161,David Hume,246,Edmund Husserl,
216,Hermann Lotze,246,Edmund Husserl,
1261,Wilhelm Windelband,246,Edmund Husserl,
1433,Heinrich Rickert,246,Edmund Husserl,
143,Gottfried Wilhelm Leibniz,246,Edmund Husserl,
30,Plato,246,Edmund Husserl,
246,Edmund Husserl,226,Franz Brentano,
246,Edmund Husserl,1104,Carl Stumpf,
246,Edmund Husserl,1432,Karl Weierstrass,
246,Edmund Husserl,194,Bernard Bolzano,
246,Edmund Husserl,1108,Benno Kerry,
246,Edmund Husserl,118,René Descartes,
246,Edmund Husserl,171,Immanuel Kant,
246,Edmund Husserl,161,David Hume,
246,Edmund Husserl,216,Hermann Lotze,
246,Edmund Husserl,1261,Wilhelm Windelband,
246,Edmund Husserl,1433,Heinrich Rickert,
246,Edmund Husserl,143,Gottfried Wilhelm Leibniz,
246,Edmund Husserl,30,Plato,
1257,T. H. Green,247,Samuel Alexander,
1282,F. H. Bradley,247,Samuel Alexander,
133,Baruch Spinoza,247,Samuel Alexander,
171,Immanuel Kant,247,Samuel Alexander,
265,Bertrand Russell,247,Samuel Alexander,
247,Samuel Alexander,1257,T. H. Green,
247,Samuel Alexander,1282,F. H. Bradley,
448,Kant,248,Henri Bergson,
900,James,248,Henri Bergson,
452,Darwin,248,Henri Bergson,
838,Ravaisson,248,Henri Bergson,
1319,Spencer,248,Henri Bergson,
596,Leibniz,248,Henri Bergson,
1451,Biran,248,Henri Bergson,
57,Plotinus,248,Henri Bergson,
248,Henri Bergson,448,Kant,
248,Henri Bergson,900,James,
248,Henri Bergson,452,Darwin,
248,Henri Bergson,838,Ravaisson,
248,Henri Bergson,1319,Spencer,
248,Henri Bergson,596,Leibniz,
248,Henri Bergson,1451,Biran,
248,Henri Bergson,57,Plotinus,
30,Plato,249,John Dewey,
744,Locke,249,John Dewey,
693,Rousseau,249,John Dewey,
448,Kant,249,John Dewey,
398,Hegel,249,John Dewey,
452,Darwin,249,John Dewey,
848,Peirce,249,John Dewey,
228,William James,249,John Dewey,
1461,Ladd,249,John Dewey,
1462,Mead,249,John Dewey,
984,George,249,John Dewey,
1328,Ward,249,John Dewey,
850,Wundt,249,John Dewey,
1463,Parker,249,John Dewey,
249,John Dewey,30,Plato,
249,John Dewey,744,Locke,
249,John Dewey,693,Rousseau,
249,John Dewey,448,Kant,
249,John Dewey,398,Hegel,
249,John Dewey,452,Darwin,
249,John Dewey,848,Peirce,
249,John Dewey,228,William James,
249,John Dewey,1461,Ladd,
249,John Dewey,1462,Mead,
249,John Dewey,984,George,
249,John Dewey,1328,Ward,
249,John Dewey,850,Wundt,
249,John Dewey,1463,Parker,
1476,William Rankine,251,Pierre Duhem,
1477,Willard Gibbs,251,Pierre Duhem,
225,Ernst Mach,251,Pierre Duhem,
125,Blaise Pascal,251,Pierre Duhem,
251,Pierre Duhem,1476,William Rankine,
251,Pierre Duhem,1477,Willard Gibbs,
251,Pierre Duhem,225,Ernst Mach,
251,Pierre Duhem,125,Blaise Pascal,
35,Aristotle,253,Alfred North Whitehead,
248,Henri Bergson,253,Alfred North Whitehead,
232,Francis Herbert Bradley,253,Alfred North Whitehead,
249,John Dewey,253,Alfred North Whitehead,
161,David Hume,253,Alfred North Whitehead,
228,William James,253,Alfred North Whitehead,
171,Immanuel Kant,253,Alfred North Whitehead,
143,Gottfried Wilhelm Leibniz,253,Alfred North Whitehead,
135,John Locke,253,Alfred North Whitehead,
138,Isaac Newton,253,Alfred North Whitehead,
30,Plato,253,Alfred North Whitehead,
263,George Santayana,253,Alfred North Whitehead,
253,Alfred North Whitehead,35,Aristotle,
253,Alfred North Whitehead,248,Henri Bergson,
253,Alfred North Whitehead,232,Francis Herbert Bradley,
253,Alfred North Whitehead,249,John Dewey,
253,Alfred North Whitehead,161,David Hume,
253,Alfred North Whitehead,228,William James,
253,Alfred North Whitehead,171,Immanuel Kant,
253,Alfred North Whitehead,143,Gottfried Wilhelm Leibniz,
253,Alfred North Whitehead,135,John Locke,
253,Alfred North Whitehead,138,Isaac Newton,
253,Alfred North Whitehead,30,Plato,
253,Alfred North Whitehead,263,George Santayana,
254,George Herbert Mead,35,Aristotle,
254,George Herbert Mead,248,Henri Bergson,
254,George Herbert Mead,232,Francis Herbert Bradley,
254,George Herbert Mead,249,John Dewey,
254,George Herbert Mead,161,David Hume,
1498,Hermann Baumgarten,255,Max Weber,
171,Immanuel Kant,255,Max Weber,
230,Friedrich Nietzsche,255,Max Weber,
221,Wilhelm Dilthey,255,Max Weber,
1433,Heinrich Rickert,255,Max Weber,
1279,Georg Simmel,255,Max Weber,
1499,Werner Sombart,255,Max Weber,
255,Max Weber,1498,Hermann Baumgarten,
255,Max Weber,171,Immanuel Kant,
255,Max Weber,230,Friedrich Nietzsche,
255,Max Weber,221,Wilhelm Dilthey,
255,Max Weber,1433,Heinrich Rickert,
255,Max Weber,1279,Georg Simmel,
255,Max Weber,1499,Werner Sombart,
472,Marcus Aurelius,256,Miguel de Unamuno,
682,St. Augustine,256,Miguel de Unamuno,
814,Pascal,256,Miguel de Unamuno,
693,Rousseau,256,Miguel de Unamuno,
1068,Kierkegaard,256,Miguel de Unamuno,
256,Miguel de Unamuno,472,Marcus Aurelius,
256,Miguel de Unamuno,682,St. Augustine,
256,Miguel de Unamuno,814,Pascal,
1013,G. W. F. Hegel,257,J. M. E. McTaggart,
1257,T. H. Green,257,J. M. E. McTaggart,
257,J. M. E. McTaggart,1013,G. W. F. Hegel,
257,J. M. E. McTaggart,1257,T. H. Green,
146,Giambattista Vico,258,Benedetto Croce,
693,Rousseau,258,Benedetto Croce,
448,Kant,258,Benedetto Croce,
183,Johann Gottlieb Fichte,258,Benedetto Croce,
1058,Schelling,258,Benedetto Croce,
191,Georg Wilhelm Friedrich Hegel,258,Benedetto Croce,
1510,Francesco de Sanctis,258,Benedetto Croce,
270,Giovanni Gentile,258,Benedetto Croce,
258,Benedetto Croce,146,Giambattista Vico,
258,Benedetto Croce,693,Rousseau,
258,Benedetto Croce,448,Kant,
258,Benedetto Croce,183,Johann Gottlieb Fichte,
258,Benedetto Croce,1058,Schelling,
258,Benedetto Croce,191,Georg Wilhelm Friedrich Hegel,
258,Benedetto Croce,1510,Francesco de Sanctis,
230,Friedrich Nietzsche,259,Emma Goldman,
1513,Johann Most,259,Emma Goldman,
210,Henry David Thoreau,259,Emma Goldman,
200,Ralph Waldo Emerson,259,Emma Goldman,
229,Peter Kropotkin,259,Emma Goldman,
214,Mikhail Bakunin,259,Emma Goldman,
181,Mary Wollstonecraft,259,Emma Goldman,
1514,Nikolay Chernyshevsky,259,Emma Goldman,
1515,Oscar Wilde,259,Emma Goldman,
203,Max Stirner,259,Emma Goldman,
259,Emma Goldman,230,Friedrich Nietzsche,
259,Emma Goldman,1513,Johann Most,
259,Emma Goldman,210,Henry David Thoreau,
259,Emma Goldman,200,Ralph Waldo Emerson,
235,Gottlob Frege,261,G.E. Moore,
1520,John McTaggart,261,G.E. Moore,
265,Bertrand Russell,261,G.E. Moore,
224,Henry Sidgwick,261,G.E. Moore,
1521,Leonard Woolf,261,G.E. Moore,
1300,George Stout,261,G.E. Moore,
261,G.E. Moore,235,Gottlob Frege,
261,G.E. Moore,1520,John McTaggart,
261,G.E. Moore,265,Bertrand Russell,
261,G.E. Moore,224,Henry Sidgwick,
261,G.E. Moore,1521,Leonard Woolf,
261,G.E. Moore,1300,George Stout,
171,Immanuel Kant,262,Martin Buber,
433,Søren Kierkegaard,262,Martin Buber,
230,Friedrich Nietzsche,262,Martin Buber,
201,Ludwig Feuerbach,262,Martin Buber,
200,Ralph Waldo Emerson,262,Martin Buber,
206,Pierre-Joseph Proudhon,262,Martin Buber,
481,Sigmund Freud,262,Martin Buber,
221,Wilhelm Dilthey,262,Martin Buber,
1049,Rudolf Bultmann,262,Martin Buber,
262,Martin Buber,171,Immanuel Kant,
262,Martin Buber,433,Søren Kierkegaard,
262,Martin Buber,230,Friedrich Nietzsche,
262,Martin Buber,201,Ludwig Feuerbach,
262,Martin Buber,200,Ralph Waldo Emerson,
262,Martin Buber,206,Pierre-Joseph Proudhon,
262,Martin Buber,481,Sigmund Freud,
